strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,zone_id,hazard_zone
185.91,0.127,0.0441,1.202,0.026,0.127,0.033,0.0087,0.0441,0.1868,0,ZONE_A
528.73,2.347,0.2194,5.215,0.351,2.347,0.191,0.0945,0.2194,0.5774,1,ZONE_B
463.58,2.749,0.2666,6.211,0.722,2.749,0.264,0.194,0.2666,0.4717,1,ZONE_B
917.53,6.713,1.2322,19.868,3.153,6.713,1.665,0.62,1.2322,0.8709,2,ZONE_C
542.58,2.501,0.2754,5.696,0.705,2.501,0.404,0.1825,0.2754,0.6424,1,ZONE_B
177.55,0.2,0.0422,0.801,0.034,0.2,0.03,0.0061,0.0422,0.0693,0,ZONE_A
465.53,2.372,0.3942,2.5,0.453,2.372,0.362,0.1779,0.3942,0.3756,1,ZONE_B
452.05,2.242,0.3631,3.748,0.484,2.242,0.321,0.08,0.3631,0.6483,1,ZONE_B
1282.24,6.11,2.2585,11.738,2.896,6.11,1.201,1.5934,2.2585,0.7784,2,ZONE_C
1209.95,9.031,1.2595,14.128,4.273,9.031,1.159,0.62,1.2595,0.7941,2,ZONE_C
163.94,0.15,0.0115,1.343,0.014,0.15,0.022,0.007,0.0115,0.3059,0,ZONE_A
592.59,2.378,0.4756,5.017,0.555,2.378,0.268,0.142,0.4756,0.4241,1,ZONE_B
404.38,2.071,0.406,2.859,0.668,2.071,0.185,0.2334,0.406,0.4244,1,ZONE_B
572.9,2.224,0.3968,4.15,0.731,2.224,0.304,0.1258,0.3968,0.6054,1,ZONE_B
472.38,2.462,0.3789,3.8,0.643,2.462,0.132,0.1164,0.3789,0.5577,1,ZONE_B
158.24,0.179,0.0365,1.179,0.004,0.179,0.01,0.0066,0.0365,0.2269,0,ZONE_A
360.68,2.139,0.4457,4.838,0.65,2.139,0.175,0.1388,0.4457,0.6826,1,ZONE_B
760.0,9.353,1.2188,22.959,3.343,9.353,1.363,0.8001,1.2188,0.8418,2,ZONE_C
925.12,8.321,2.0418,16.908,3.06,8.321,1.282,1.0876,2.0418,0.907,2,ZONE_C
171.69,0.12,0.0567,1.671,0.016,0.12,0.049,0.0057,0.0567,0.2147,0,ZONE_A
483.52,2.393,0.5643,5.068,0.618,2.393,0.177,0.2236,0.5643,0.4431,1,ZONE_B
482.25,2.131,0.4318,5.513,0.659,2.131,0.192,0.2236,0.4318,0.5022,1,ZONE_B
821.39,7.249,1.6375,8.749,3.251,7.249,0.999,1.2923,1.6375,0.8205,2,ZONE_C
1433.61,7.415,1.1488,16.212,4.501,7.415,1.348,1.1488,1.1427,0.9149,2,ZONE_C
96.56,0.076,0.05,0.607,0.019,0.076,0.008,0.002,0.05,0.1923,0,ZONE_A
1025.34,7.875,1.68,10.632,2.269,7.875,1.189,1.68,1.4061,0.9676,2,ZONE_C
557.97,2.751,0.4661,4.325,0.684,2.751,0.203,0.1435,0.4661,0.6168,1,ZONE_B
122.23,0.076,0.0527,0.737,0.018,0.076,0.027,0.0032,0.0527,0.2034,0,ZONE_A
1023.61,8.383,2.3657,10.858,2.868,8.383,1.728,1.1488,2.3657,0.8592,2,ZONE_C
761.74,7.255,1.4615,14.142,4.432,7.255,0.932,1.4615,1.4533,0.7724,2,ZONE_C
94.53,0.06,0.027,1.144,0.033,0.06,0.017,0.0052,0.027,0.0788,0,ZONE_A
1069.9,10.019,1.4515,17.276,2.715,10.019,1.265,0.62,1.4515,0.7708,2,ZONE_C
605.03,2.444,0.4019,4.251,0.594,2.444,0.264,0.08,0.4019,0.5633,1,ZONE_B
180.64,0.144,0.0395,1.663,0.033,0.144,0.033,0.0076,0.0395,0.2441,0,ZONE_A
99.18,0.067,0.0339,0.93,0.026,0.067,0.017,0.002,0.0339,0.0766,0,ZONE_A
567.66,2.053,0.3828,3.524,0.531,2.053,0.203,0.1524,0.3828,0.5603,1,ZONE_B
900.67,8.617,1.0084,15.3,3.277,8.617,1.603,1.0084,0.7859,0.8351,2,ZONE_C
568.71,2.793,0.3729,5.628,0.492,2.793,0.222,0.1378,0.3729,0.5355,1,ZONE_B
1046.89,7.707,1.4381,18.798,3.612,7.707,1.019,1.4381,1.3108,0.9814,2,ZONE_C
154.01,0.099,0.0427,1.171,0.01,0.099,0.061,0.0117,0.0427,0.1574,0,ZONE_A
105.99,0.148,0.0537,1.202,0.052,0.148,0.015,0.0402,0.0537,0.2101,0,ZONE_A
101.95,0.145,0.0274,0.845,0.02,0.145,0.012,0.0074,0.0274,0.1166,0,ZONE_A
614.4,1.984,0.3109,3.813,0.638,1.984,0.252,0.1759,0.3109,0.5739,1,ZONE_B
185.0,0.154,0.045,1.046,0.032,0.154,0.015,0.0208,0.045,0.1458,0,ZONE_A
515.65,2.506,0.5412,4.265,0.678,2.506,0.173,0.1697,0.5412,0.5967,1,ZONE_B
514.99,2.58,0.4751,5.387,0.344,2.58,0.28,0.153,0.4751,0.6196,1,ZONE_B
462.79,2.75,0.16,4.145,0.501,2.75,0.259,0.08,0.16,0.6432,1,ZONE_B
125.37,0.102,0.0361,1.365,0.025,0.102,0.018,0.015,0.0361,0.0605,0,ZONE_A
658.42,2.231,0.2201,3.414,0.51,2.231,0.066,0.1467,0.2201,0.5806,1,ZONE_B
531.34,2.597,0.4059,5.715,0.437,2.597,0.31,0.1939,0.4059,0.4877,1,ZONE_B
133.5,0.088,0.0304,1.375,0.038,0.088,0.056,0.0216,0.0304,0.1397,0,ZONE_A
449.87,2.181,0.4791,5.188,0.529,2.181,0.172,0.1289,0.4791,0.5065,1,ZONE_B
112.07,0.216,0.0234,0.645,0.045,0.216,0.024,0.0155,0.0234,0.0964,0,ZONE_A
617.41,2.265,0.3858,6.263,0.648,2.265,0.13,0.1081,0.3858,0.4122,1,ZONE_B
503.8,1.828,0.5525,2.5,0.564,1.828,0.292,0.2219,0.5525,0.6837,1,ZONE_B
430.74,2.529,0.425,4.347,0.708,2.529,0.22,0.08,0.425,0.5477,1,ZONE_B
534.94,2.119,0.479,5.318,0.568,2.119,0.145,0.1327,0.479,0.3984,1,ZONE_B
548.38,2.151,0.2841,5.907,0.469,2.151,0.171,0.1986,0.2841,0.3617,1,ZONE_B
559.86,2.368,0.3672,3.842,0.554,2.368,0.213,0.2374,0.3672,0.5859,1,ZONE_B
447.39,1.77,0.4411,2.5,0.851,1.77,0.255,0.0858,0.4411,0.6611,1,ZONE_B
1159.88,5.935,1.5018,16.361,2.533,5.935,1.142,0.62,1.5018,0.9516,2,ZONE_C
873.74,6.848,1.2869,16.628,3.384,6.848,0.975,1.2869,0.8398,0.8797,2,ZONE_C
355.17,2.569,0.3464,6.003,0.497,2.569,0.276,0.182,0.3464,0.3728,1,ZONE_B
600.17,2.38,0.4995,3.966,0.572,2.38,0.387,0.1749,0.4995,0.6245,1,ZONE_B
765.29,6.371,1.5063,15.748,3.817,6.371,1.608,1.3814,1.5063,0.7619,2,ZONE_C
991.23,7.338,1.4687,16.986,3.452,7.338,1.376,1.4687,0.9696,0.7138,2,ZONE_C
594.28,2.732,0.4497,5.594,0.536,2.732,0.215,0.1462,0.4497,0.4041,1,ZONE_B
1111.28,8.269,2.0422,17.478,4.293,8.269,1.71,1.1322,2.0422,0.9744,2,ZONE_C
110.68,0.133,0.0493,0.455,0.005,0.133,0.047,0.0244,0.0493,0.3054,0,ZONE_A
425.01,2.454,0.5006,5.319,0.504,2.454,0.273,0.2116,0.5006,0.6059,1,ZONE_B
855.16,5.649,2.2236,15.186,4.306,5.649,1.212,1.0854,2.2236,0.7844,2,ZONE_C
93.4,0.185,0.0469,1.123,0.047,0.185,0.054,0.032,0.0469,0.1699,0,ZONE_A
154.15,0.165,0.0573,1.351,0.028,0.165,0.009,0.0216,0.0573,0.1783,0,ZONE_A
885.92,7.635,1.1403,8.278,2.903,7.635,0.922,1.1403,1.0902,0.7462,2,ZONE_C
494.91,2.723,0.4931,3.067,0.481,2.723,0.235,0.1912,0.4931,0.3698,1,ZONE_B
666.26,1.981,0.4815,3.998,0.433,1.981,0.14,0.1686,0.4815,0.4578,1,ZONE_B
151.25,0.15,0.0455,0.181,0.018,0.15,0.005,0.0059,0.0455,0.3226,0,ZONE_A
650.76,2.137,0.2684,4.323,0.622,2.137,0.306,0.2684,0.2375,0.3776,1,ZONE_B
552.56,2.811,0.5819,5.047,0.609,2.811,0.199,0.1362,0.5819,0.6361,1,ZONE_B
444.69,2.817,0.2799,5.087,0.703,2.817,0.113,0.2442,0.2799,0.5684,1,ZONE_B
119.58,0.169,0.0416,0.686,0.03,0.169,0.042,0.0033,0.0416,0.0714,0,ZONE_A
137.22,0.141,0.0124,1.088,0.028,0.141,0.003,0.0124,0.0119,0.2128,0,ZONE_A
161.44,0.152,0.0376,1.192,0.049,0.152,0.034,0.0215,0.0376,0.1462,0,ZONE_A
572.87,2.066,0.4439,5.46,0.371,2.066,0.19,0.1469,0.4439,0.6425,1,ZONE_B
432.07,1.751,0.332,3.838,0.704,1.751,0.281,0.1619,0.332,0.6364,1,ZONE_B
542.14,2.397,0.4663,5.657,0.652,2.397,0.129,0.1585,0.4663,0.4006,1,ZONE_B
131.65,0.132,0.0679,0.611,0.028,0.132,0.02,0.0218,0.0679,0.2658,0,ZONE_A
108.48,0.167,0.0285,0.763,0.036,0.167,0.034,0.0126,0.0285,0.1514,0,ZONE_A
661.29,1.948,0.4477,5.573,0.752,1.948,0.269,0.0989,0.4477,0.3665,1,ZONE_B
124.15,0.155,0.0348,1.0,0.015,0.155,0.036,0.0166,0.0348,0.3195,0,ZONE_A
908.51,6.861,1.5472,18.101,3.461,6.861,1.094,0.62,1.5472,0.7307,2,ZONE_C
170.57,0.191,0.0318,1.25,0.049,0.191,0.022,0.0059,0.0318,0.0861,0,ZONE_A
582.58,1.815,0.3723,4.374,0.602,1.815,0.093,0.1126,0.3723,0.6809,1,ZONE_B
143.43,0.074,0.0305,1.46,0.033,0.074,0.042,0.002,0.0305,0.3292,0,ZONE_A
465.87,2.226,0.3339,3.797,0.544,2.226,0.256,0.1538,0.3339,0.6672,1,ZONE_B
1186.16,8.477,1.4302,14.974,3.201,8.477,1.049,0.62,1.4302,0.7907,2,ZONE_C
1020.6,8.25,1.906,18.91,4.229,8.25,1.339,0.62,1.906,0.7294,2,ZONE_C
1304.84,8.268,1.8266,18.88,2.939,8.268,1.222,1.0649,1.8266,0.7891,2,ZONE_C
947.8,7.361,1.709,14.717,3.215,7.361,0.918,1.1599,1.709,0.764,2,ZONE_C
469.61,2.351,0.4975,4.022,0.741,2.351,0.331,0.1678,0.4975,0.3933,1,ZONE_B
508.53,2.32,0.3786,6.011,0.723,2.32,0.105,0.2204,0.3786,0.6119,1,ZONE_B
177.65,0.116,0.0487,1.21,0.016,0.116,0.02,0.0155,0.0487,0.0837,0,ZONE_A
117.41,0.184,0.0186,0.951,0.006,0.184,0.031,0.009,0.0186,0.2953,0,ZONE_A
145.83,0.131,0.0244,0.561,0.036,0.131,0.034,0.0244,0.0231,0.0782,0,ZONE_A
842.66,9.039,1.9398,19.187,2.938,9.039,0.889,1.0387,1.9398,0.9051,2,ZONE_C
468.24,1.805,0.2561,5.851,0.559,1.805,0.258,0.2561,0.2522,0.4232,1,ZONE_B
495.35,1.969,0.5243,4.281,0.744,1.969,0.32,0.1771,0.5243,0.5038,1,ZONE_B
161.31,0.095,0.0229,0.732,0.012,0.095,0.009,0.0092,0.0229,0.2351,0,ZONE_A
569.45,2.173,0.3614,5.203,0.591,2.173,0.347,0.1815,0.3614,0.5595,1,ZONE_B
133.89,0.182,0.0586,1.106,0.033,0.182,0.011,0.0024,0.0586,0.1965,0,ZONE_A
429.3,2.544,0.3793,4.948,0.456,2.544,0.234,0.1217,0.3793,0.4644,1,ZONE_B
135.66,0.213,0.0261,0.524,0.014,0.213,0.046,0.0201,0.0261,0.1624,0,ZONE_A
157.24,0.175,0.0146,0.935,0.04,0.175,0.024,0.0044,0.0146,0.2532,0,ZONE_A
148.16,0.147,0.0217,1.277,0.009,0.147,0.02,0.011,0.0217,0.1123,0,ZONE_A
195.96,0.073,0.0571,1.185,0.016,0.073,0.01,0.026,0.0571,0.2348,0,ZONE_A
119.52,0.143,0.032,1.237,0.039,0.143,0.037,0.032,0.032,0.1024,0,ZONE_A
112.01,0.176,0.0275,1.424,0.045,0.176,0.024,0.0119,0.0275,0.3005,0,ZONE_A
985.6,8.665,1.3589,17.288,2.986,8.665,1.402,0.9633,1.3589,0.7732,2,ZONE_C
436.35,2.523,0.3786,3.342,0.891,2.523,0.31,0.1476,0.3786,0.6064,1,ZONE_B
760.0,9.176,1.7971,18.269,3.272,9.176,1.285,0.6641,1.7971,0.9295,2,ZONE_C
554.62,2.215,0.187,3.23,0.452,2.215,0.164,0.1737,0.187,0.6522,1,ZONE_B
513.56,2.08,0.3672,4.524,0.545,2.08,0.325,0.1626,0.3672,0.4507,1,ZONE_B
1136.82,8.164,1.669,16.652,2.918,8.164,1.048,1.451,1.669,0.8904,2,ZONE_C
137.48,0.207,0.0357,0.863,0.046,0.207,0.045,0.0357,0.0302,0.3271,0,ZONE_A
69.31,0.122,0.0366,1.279,0.023,0.122,0.009,0.004,0.0366,0.0611,0,ZONE_A
517.88,2.768,0.5019,6.86,0.616,2.768,0.291,0.1777,0.5019,0.4293,1,ZONE_B
760.0,7.633,1.8431,14.47,3.474,7.633,1.466,1.1179,1.8431,0.9301,2,ZONE_C
467.6,2.918,0.3094,4.634,0.677,2.918,0.344,0.1103,0.3094,0.3693,1,ZONE_B
1262.55,6.749,1.7444,15.245,2.913,6.749,1.181,1.7444,1.5645,0.8654,2,ZONE_C
583.88,2.489,0.4412,4.28,0.576,2.489,0.164,0.1741,0.4412,0.5805,1,ZONE_B
510.17,2.818,0.2603,3.462,0.521,2.818,0.216,0.0821,0.2603,0.3808,1,ZONE_B
612.92,2.194,0.3866,5.82,0.844,2.194,0.278,0.1624,0.3866,0.6623,1,ZONE_B
1081.05,8.088,1.6154,18.937,3.168,8.088,1.281,0.62,1.6154,0.9561,2,ZONE_C
402.12,2.171,0.3806,6.508,0.469,2.171,0.174,0.1896,0.3806,0.6011,1,ZONE_B
132.28,0.088,0.0349,1.341,0.03,0.088,0.056,0.0037,0.0349,0.1336,0,ZONE_A
938.93,6.199,1.3329,14.438,3.549,6.199,1.362,0.62,1.3329,0.9817,2,ZONE_C
678.5,2.133,0.4289,4.2,0.713,2.133,0.287,0.1489,0.4289,0.36,1,ZONE_B
149.81,0.1,0.0187,0.966,0.025,0.1,0.05,0.002,0.0187,0.1705,0,ZONE_A
90.93,0.155,0.0327,0.943,0.025,0.155,0.043,0.0123,0.0327,0.231,0,ZONE_A
162.63,0.12,0.0458,0.525,0.015,0.12,0.026,0.002,0.0458,0.1273,0,ZONE_A
444.22,2.829,0.5164,5.438,0.478,2.829,0.3,0.1621,0.5164,0.5192,1,ZONE_B
395.75,2.19,0.4148,4.68,0.41,2.19,0.194,0.199,0.4148,0.4852,1,ZONE_B
671.97,2.557,0.4522,4.433,0.442,2.557,0.248,0.2055,0.4522,0.5988,1,ZONE_B
886.02,7.634,1.0463,24.036,2.525,7.634,0.955,1.0254,1.0463,0.7837,2,ZONE_C
1086.58,6.677,1.4336,17.598,2.553,6.677,1.294,1.0826,1.4336,0.7572,2,ZONE_C
1115.65,8.177,1.3737,14.642,4.367,8.177,0.961,0.62,1.3737,0.9317,2,ZONE_C
128.11,0.176,0.0338,1.012,0.038,0.176,0.015,0.0057,0.0338,0.125,0,ZONE_A
901.17,9.099,1.2726,14.682,2.126,9.099,1.414,0.8612,1.2726,0.7601,2,ZONE_C
450.65,2.807,0.4268,6.978,0.522,2.807,0.112,0.1973,0.4268,0.3788,1,ZONE_B
602.52,2.173,0.4784,4.893,0.716,2.173,0.121,0.192,0.4784,0.5005,1,ZONE_B
122.93,0.14,0.0242,0.739,0.038,0.14,0.016,0.002,0.0242,0.0521,0,ZONE_A
146.67,0.084,0.0384,1.511,0.046,0.084,0.046,0.0128,0.0384,0.3225,0,ZONE_A
986.43,7.221,1.143,18.551,3.019,7.221,1.614,1.0382,1.143,0.9762,2,ZONE_C
154.16,0.168,0.0282,1.169,0.03,0.168,0.038,0.0063,0.0282,0.0925,0,ZONE_A
118.99,0.175,0.0637,1.149,0.022,0.175,0.035,0.002,0.0637,0.0587,0,ZONE_A
1002.58,8.46,1.9262,13.703,1.2,8.46,0.974,0.62,1.9262,0.7495,2,ZONE_C
148.2,0.105,0.0324,0.921,0.015,0.105,0.017,0.0063,0.0324,0.1008,0,ZONE_A
193.66,0.156,0.0533,1.047,0.053,0.156,0.032,0.0229,0.0533,0.2176,0,ZONE_A
403.5,2.057,0.4022,6.281,0.542,2.057,0.165,0.1349,0.4022,0.4017,1,ZONE_B
98.06,0.144,0.0537,1.22,0.028,0.144,0.025,0.0095,0.0537,0.1876,0,ZONE_A
103.39,0.097,0.0412,1.141,0.042,0.097,0.021,0.0128,0.0412,0.1805,0,ZONE_A
46.43,0.172,0.0369,1.202,0.021,0.172,0.021,0.0133,0.0369,0.138,0,ZONE_A
536.47,2.373,0.3095,4.484,0.688,2.373,0.134,0.1327,0.3095,0.6597,1,ZONE_B
110.75,0.234,0.0421,0.903,0.026,0.234,0.036,0.0038,0.0421,0.281,0,ZONE_A
561.31,2.989,0.2676,3.635,0.377,2.989,0.285,0.1046,0.2676,0.5748,1,ZONE_B
560.55,2.047,0.3248,3.055,0.567,2.047,0.197,0.1756,0.3248,0.3882,1,ZONE_B
124.33,0.129,0.0404,0.887,0.038,0.129,0.023,0.0072,0.0404,0.1587,0,ZONE_A
400.61,2.164,0.4021,4.308,0.388,2.164,0.111,0.1662,0.4021,0.5125,1,ZONE_B
199.75,0.121,0.0411,1.122,0.043,0.121,0.032,0.0056,0.0411,0.2665,0,ZONE_A
150.8,0.152,0.0493,0.859,0.025,0.152,0.026,0.0262,0.0493,0.1891,0,ZONE_A
151.11,0.116,0.0408,0.785,0.021,0.116,0.033,0.0064,0.0408,0.1392,0,ZONE_A
505.91,2.351,0.3492,4.948,0.759,2.351,0.125,0.1176,0.3492,0.3734,1,ZONE_B
207.33,0.202,0.0349,0.993,0.063,0.202,0.052,0.0349,0.0261,0.3018,0,ZONE_A
516.02,1.805,0.4345,4.044,0.608,1.805,0.209,0.2556,0.4345,0.6857,1,ZONE_B
558.95,1.751,0.4759,6.82,0.689,1.751,0.328,0.1475,0.4759,0.4341,1,ZONE_B
1082.37,9.011,1.5017,18.273,3.785,9.011,1.351,0.9647,1.5017,0.7905,2,ZONE_C
533.35,1.851,0.4262,5.409,0.516,1.851,0.136,0.1711,0.4262,0.5311,1,ZONE_B
867.2,8.013,2.1585,14.252,2.919,8.013,1.07,0.9562,2.1585,0.9082,2,ZONE_C
1062.52,8.382,1.2767,13.479,2.483,8.382,1.511,0.62,1.2767,0.79,2,ZONE_C
153.39,0.174,0.0412,0.979,0.034,0.174,0.037,0.0065,0.0412,0.2736,0,ZONE_A
965.74,9.205,1.2163,14.145,2.975,9.205,1.19,0.9362,1.2163,0.9686,2,ZONE_C
147.12,0.084,0.0287,0.606,0.035,0.084,0.05,0.019,0.0287,0.0748,0,ZONE_A
995.08,6.904,1.8636,14.148,3.457,6.904,1.129,0.9681,1.8636,0.8674,2,ZONE_C
189.25,0.127,0.0334,0.141,0.054,0.127,0.02,0.0116,0.0334,0.2673,0,ZONE_A
563.7,1.517,0.3641,5.925,0.489,1.517,0.15,0.2132,0.3641,0.459,1,ZONE_B
180.63,0.083,0.075,1.672,0.035,0.083,0.047,0.075,0.04,0.1719,0,ZONE_A
127.04,0.113,0.0526,1.198,0.02,0.113,0.052,0.0179,0.0526,0.2223,0,ZONE_A
75.16,0.194,0.0203,1.278,0.056,0.194,0.025,0.0046,0.0203,0.1977,0,ZONE_A
98.09,0.172,0.0679,1.047,0.033,0.172,0.029,0.0679,0.0358,0.1085,0,ZONE_A
162.14,0.089,0.0511,1.33,0.02,0.089,0.045,0.0026,0.0511,0.2822,0,ZONE_A
178.26,0.148,0.0387,1.586,0.025,0.148,0.018,0.036,0.0387,0.0677,0,ZONE_A
512.34,2.221,0.3707,5.468,0.509,2.221,0.315,0.186,0.3707,0.5836,1,ZONE_B
875.55,7.02,1.9215,14.836,3.372,7.02,1.098,1.2434,1.9215,0.7706,2,ZONE_C
799.19,7.907,1.3391,13.075,3.889,7.907,1.04,1.3391,1.2469,0.8011,2,ZONE_C
436.02,1.759,0.359,4.088,0.718,1.759,0.291,0.2197,0.359,0.3884,1,ZONE_B
476.8,3.058,0.2266,6.332,0.747,3.058,0.253,0.1904,0.2266,0.4279,1,ZONE_B
131.17,0.185,0.0434,1.665,0.03,0.185,0.041,0.0192,0.0434,0.172,0,ZONE_A
132.37,0.153,0.0178,1.435,0.031,0.153,0.023,0.0025,0.0178,0.1529,0,ZONE_A
939.99,8.012,1.7315,21.476,4.003,8.012,0.909,0.8231,1.7315,0.7833,2,ZONE_C
370.41,2.657,0.43,5.119,0.64,2.657,0.261,0.1333,0.43,0.6752,1,ZONE_B
155.64,0.188,0.0382,1.181,0.024,0.188,0.022,0.008,0.0382,0.2308,0,ZONE_A
991.53,8.341,1.3455,17.75,2.343,8.341,1.007,0.8297,1.3455,0.932,2,ZONE_C
852.58,8.935,1.387,14.428,2.605,8.935,1.167,0.7331,1.387,0.9531,2,ZONE_C
992.51,6.771,1.1021,16.673,4.203,6.771,1.201,0.7999,1.1021,0.714,2,ZONE_C
486.64,2.56,0.4913,3.796,0.497,2.56,0.287,0.1962,0.4913,0.6457,1,ZONE_B
100.84,0.141,0.0567,1.298,0.018,0.141,0.033,0.0048,0.0567,0.2416,0,ZONE_A
1059.48,7.892,1.4343,23.129,3.797,7.892,1.18,1.4343,1.0768,0.9689,2,ZONE_C
887.14,10.182,1.7989,16.553,3.014,10.182,1.056,0.62,1.7989,0.9484,2,ZONE_C
487.52,2.531,0.3102,4.872,0.401,2.531,0.302,0.0906,0.3102,0.5128,1,ZONE_B
110.02,0.16,0.0291,1.185,0.008,0.16,0.008,0.0069,0.0291,0.1625,0,ZONE_A
518.85,2.039,0.2525,3.243,0.775,2.039,0.061,0.112,0.2525,0.6056,1,ZONE_B
612.93,2.234,0.3716,2.864,0.889,2.234,0.214,0.2014,0.3716,0.5288,1,ZONE_B
179.01,0.131,0.0344,1.022,0.025,0.131,0.021,0.0344,0.0328,0.053,0,ZONE_A
1033.16,7.854,2.0481,15.159,4.243,7.854,1.192,1.5756,2.0481,0.96,2,ZONE_C
158.97,0.118,0.0226,1.497,0.038,0.118,0.025,0.0026,0.0226,0.1359,0,ZONE_A
524.47,1.861,0.2253,4.069,0.709,1.861,0.114,0.1168,0.2253,0.3757,1,ZONE_B
562.33,2.038,0.2661,4.93,0.717,2.038,0.13,0.1251,0.2661,0.5485,1,ZONE_B
147.72,0.131,0.0444,0.107,0.036,0.131,0.022,0.0204,0.0444,0.2859,0,ZONE_A
107.81,0.108,0.0398,0.894,0.016,0.108,0.03,0.0398,0.0269,0.1376,0,ZONE_A
144.01,0.152,0.0446,1.32,0.019,0.152,0.04,0.0076,0.0446,0.1276,0,ZONE_A
840.53,8.958,1.0872,18.199,4.372,8.958,0.737,0.9986,1.0872,0.769,2,ZONE_C
566.23,2.03,0.2174,3.94,0.525,2.03,0.304,0.1676,0.2174,0.5132,1,ZONE_B
826.74,6.738,1.157,13.302,2.977,6.738,1.354,0.7645,1.157,0.9436,2,ZONE_C
523.19,2.638,0.4347,3.842,0.879,2.638,0.268,0.2162,0.4347,0.3877,1,ZONE_B
609.84,2.03,0.4046,4.848,0.63,2.03,0.146,0.1933,0.4046,0.3705,1,ZONE_B
806.4,6.279,1.9164,18.108,3.654,6.279,1.615,0.9795,1.9164,0.9836,2,ZONE_C
1314.02,7.938,1.47,13.798,3.253,7.938,1.249,1.47,1.08,0.9391,2,ZONE_C
125.91,0.208,0.075,0.923,0.021,0.208,0.01,0.075,0.0281,0.0678,0,ZONE_A
188.38,0.118,0.0498,1.262,0.04,0.118,0.023,0.0304,0.0498,0.1938,0,ZONE_A
965.9,8.511,1.2282,18.693,3.394,8.511,1.107,0.8735,1.2282,0.8384,2,ZONE_C
547.0,2.152,0.4461,4.957,0.563,2.152,0.281,0.1362,0.4461,0.6595,1,ZONE_B
548.66,2.219,0.2594,4.731,0.687,2.219,0.104,0.2109,0.2594,0.4731,1,ZONE_B
818.04,6.999,2.0827,14.993,2.375,6.999,0.877,1.4048,2.0827,0.9285,2,ZONE_C
157.2,0.184,0.018,1.02,0.023,0.184,0.033,0.0149,0.018,0.2693,0,ZONE_A
159.33,0.106,0.03,1.0,0.031,0.106,0.025,0.0021,0.03,0.2611,0,ZONE_A
892.23,6.374,1.5143,12.655,3.524,6.374,0.851,1.117,1.5143,0.9482,2,ZONE_C
760.0,7.834,1.8137,15.346,3.762,7.834,1.497,1.1107,1.8137,0.9149,2,ZONE_C
199.01,0.1,0.0163,0.05,0.043,0.1,0.034,0.0113,0.0163,0.0931,0,ZONE_A
97.33,0.136,0.0255,0.874,0.022,0.136,0.033,0.0091,0.0255,0.3082,0,ZONE_A
840.05,8.9,2.0004,10.691,2.636,8.9,1.16,0.7684,2.0004,0.9333,2,ZONE_C
825.57,9.125,1.288,17.052,3.813,9.125,1.413,0.8952,1.288,0.8903,2,ZONE_C
1030.55,8.399,1.7732,18.99,4.184,8.399,1.414,0.6757,1.7732,0.8786,2,ZONE_C
128.11,0.08,0.0339,1.177,0.019,0.08,0.044,0.0119,0.0339,0.2725,0,ZONE_A
479.31,2.621,0.3569,4.891,0.768,2.621,0.245,0.146,0.3569,0.4858,1,ZONE_B
544.38,2.624,0.3111,3.179,0.615,2.624,0.121,0.1709,0.3111,0.5726,1,ZONE_B
145.98,0.129,0.0257,0.886,0.024,0.129,0.034,0.0057,0.0257,0.188,0,ZONE_A
142.56,0.089,0.0361,1.047,0.04,0.089,0.039,0.0025,0.0361,0.2192,0,ZONE_A
846.74,7.515,1.0013,12.84,3.573,7.515,1.429,1.0013,0.9712,0.742,2,ZONE_C
656.49,1.573,0.4835,5.577,0.559,1.573,0.185,0.08,0.4835,0.3991,1,ZONE_B
791.81,7.996,1.5586,18.704,3.495,7.996,1.064,1.5586,1.4865,0.9799,2,ZONE_C
386.1,1.412,0.283,6.004,0.698,1.412,0.161,0.2631,0.283,0.4887,1,ZONE_B
139.25,0.145,0.0461,0.879,0.03,0.145,0.047,0.0024,0.0461,0.0723,0,ZONE_A
516.37,2.398,0.4099,4.809,0.66,2.398,0.182,0.1998,0.4099,0.5963,1,ZONE_B
133.97,0.101,0.035,0.78,0.03,0.101,0.034,0.002,0.035,0.2267,0,ZONE_A
821.93,6.626,1.4042,15.983,3.308,6.626,0.886,1.2041,1.4042,0.7404,2,ZONE_C
491.09,2.31,0.2931,3.229,0.809,2.31,0.143,0.1833,0.2931,0.3715,1,ZONE_B
760.0,8.719,1.5769,14.501,1.977,8.719,0.93,1.5769,1.386,0.8101,2,ZONE_C
1183.42,4.847,1.8916,15.489,4.008,4.847,1.547,1.1336,1.8916,0.833,2,ZONE_C
131.64,0.191,0.0338,0.972,0.028,0.191,0.044,0.0052,0.0338,0.3241,0,ZONE_A
320.0,2.666,0.33,5.492,0.491,2.666,0.312,0.2004,0.33,0.57,1,ZONE_B
865.24,7.255,1.5899,12.229,2.976,7.255,1.204,1.4627,1.5899,0.7298,2,ZONE_C
320.0,2.399,0.426,3.137,0.496,2.399,0.122,0.2538,0.426,0.5726,1,ZONE_B
1028.01,6.378,1.871,19.407,2.358,6.378,1.263,0.944,1.871,0.9587,2,ZONE_C
156.25,0.083,0.0527,1.145,0.052,0.083,0.032,0.0038,0.0527,0.2264,0,ZONE_A
